age,marital,housing,duration,y
32,married,no,195,no
47,single,no,309,yes
33,single,no,16,no
39,married,no,761,no
29,single,yes,215,yes
31,single,no,163,no
26,married,yes,256,no
44,married,yes,486,no
37,divorced,yes,343,no
45,married,yes,68,no
49,married,no,57,no
29,married,yes,201,yes
41,married,yes,420,no
40,married,no,156,no
47,married,yes,10,no
28,married,no,550,yes
38,single,no,815,yes
36,single,no,209,no
31,single,yes,1081,yes
40,married,unknown,121,no
31,married,no,408,no
41,married,yes,150,no
48,married,yes,63,no
46,married,no,239,no
36,married,yes,156,no
40,married,no,243,no
36,divorced,no,80,no
35,married,yes,157,no
40,married,yes,159,no
42,married,yes,77,no
33,single,no,757,no
35,single,yes,530,yes
38,married,no,371,no
34,married,yes,77,no
31,married,no,129,no
33,married,yes,129,no
55,married,yes,633,no
37,single,yes,78,no
39,married,yes,381,no
49,married,yes,315,no
32,divorced,no,68,no
33,married,no,335,yes
54,married,no,250,no
49,married,yes,43,no
35,married,yes,329,no
37,married,yes,83,no
29,single,no,320,no
25,married,yes,446,no
41,divorced,no,471,no
39,married,yes,100,no
36,married,yes,16,no
28,married,no,146,no
64,married,yes,79,no
32,single,yes,426,no
41,married,yes,80,no
58,married,yes,60,no
37,married,unknown,268,no
53,married,unknown,63,no
38,married,yes,514,no
53,married,yes,150,no
28,married,no,378,no
29,divorced,no,361,no
59,married,yes,215,no
45,married,no,31,no
29,married,yes,292,yes
67,married,yes,126,no
38,married,no,66,no
44,married,no,186,no
45,married,yes,187,no
31,single,no,65,no
51,divorced,no,80,no
39,married,yes,791,no
43,married,yes,200,no
20,single,yes,136,no
29,single,no,91,no
31,single,no,60,no
50,married,no,87,no
47,married,yes,100,no
46,divorced,yes,231,no
43,married,no,84,no
34,married,no,150,yes
31,single,no,37,no
56,married,no,261,no
49,married,no,96,no
31,single,yes,228,no
37,married,yes,1059,yes
27,single,yes,88,no
41,married,yes,420,no
34,married,no,781,yes
54,married,yes,420,no
51,married,yes,200,no
26,married,yes,804,yes
38,married,no,89,no
18,single,yes,642,yes
35,divorced,no,106,no
52,married,no,85,no
39,married,yes,45,no
48,married,no,118,no
29,married,yes,258,no
26,married,no,503,no
45,married,no,96,no
36,single,yes,1222,no
31,married,yes,219,no
30,married,yes,502,no
68,married,no,1248,yes
54,married,yes,140,no
50,married,yes,567,yes
25,single,no,444,no
41,married,yes,155,no
43,divorced,yes,82,no
24,single,yes,663,no
41,married,no,356,no
32,married,yes,304,no
46,married,no,152,no
51,married,yes,178,no
58,married,yes,89,yes
33,single,yes,233,yes
36,married,yes,44,no
31,married,no,157,no
55,married,no,64,no
26,single,yes,173,no
34,divorced,yes,172,no
36,married,yes,1735,no
43,married,yes,286,no
52,married,yes,516,no
27,single,unknown,207,no
58,married,no,120,no
51,divorced,no,220,no
43,single,no,153,no
36,married,yes,258,no
38,single,yes,246,no
27,married,yes,110,no
35,married,yes,1373,yes
50,married,no,460,yes
33,married,yes,244,no
43,divorced,yes,95,no
39,married,no,250,no
28,married,no,472,no
55,married,yes,234,no
54,divorced,no,639,no
40,married,no,305,no
34,married,no,138,no
32,single,yes,136,no
38,married,yes,46,no
50,divorced,no,36,no
46,married,yes,217,no
37,married,no,56,no
49,married,no,41,no
34,married,no,144,no
45,married,no,82,no
50,married,yes,153,no
31,single,no,74,no
52,married,no,50,no
54,married,unknown,88,no
39,divorced,yes,194,no
51,divorced,no,583,no
60,married,no,799,yes
46,married,yes,415,no
44,married,yes,218,no
31,married,no,81,no
30,single,no,74,no
27,single,no,308,no
31,single,no,422,yes
39,married,no,6,no
26,married,yes,530,no
40,married,yes,131,no
47,married,no,465,no
37,married,yes,475,no
25,married,no,152,no
41,married,yes,422,yes
54,married,yes,261,no
79,married,no,104,no
33,single,yes,112,no
53,divorced,no,215,no
52,married,no,97,no
48,divorced,no,716,no
54,married,no,564,no
32,single,no,239,no
61,married,yes,1076,yes
22,single,no,106,no
46,married,no,11,no
32,married,yes,109,no
26,married,yes,181,no
29,single,yes,164,no
48,married,yes,384,no
37,single,yes,70,no
40,married,yes,192,no
41,married,unknown,106,no
32,married,yes,122,no
54,married,yes,53,no
33,married,no,55,no
42,married,no,148,no
49,single,yes,160,no
34,married,yes,411,no
30,married,yes,109,no
52,married,yes,57,no
33,married,yes,355,no
40,married,yes,335,no
33,single,yes,17,no
44,single,no,609,no
34,married,yes,143,no
32,married,no,184,no
40,married,no,83,no
44,single,yes,155,no
53,married,yes,169,no
59,married,yes,163,no
38,single,unknown,100,no
26,single,yes,333,no
30,single,yes,100,no
53,married,no,864,yes
38,single,yes,210,no
25,single,no,119,no
41,married,no,129,no
27,single,yes,339,no
24,single,no,133,no
60,married,yes,1020,no
42,married,yes,103,yes
45,married,yes,414,yes
59,married,no,186,no
45,married,no,257,no
31,married,no,258,no
39,married,no,277,no
25,single,yes,243,no
47,divorced,yes,254,no
29,single,no,6,no
56,divorced,no,245,no
28,married,yes,341,no
43,married,yes,689,yes
42,married,no,214,no
23,single,yes,507,no
54,married,yes,80,no
28,married,yes,54,no
39,married,yes,238,no
26,single,no,796,no
53,married,yes,319,no
42,married,no,204,no
34,single,no,34,no
38,married,no,24,no
23,single,yes,262,no
31,married,no,255,no
36,single,no,141,no
55,married,no,254,no
38,married,yes,223,no
46,married,yes,346,no
50,divorced,no,359,no
45,single,yes,83,no
42,married,no,385,no
42,married,no,24,no
39,married,yes,19,no
39,married,yes,929,no
44,divorced,no,265,no
32,single,yes,51,no
72,married,yes,93,no
40,married,yes,63,no
33,single,yes,97,no
30,single,no,362,no
47,married,no,364,no
41,married,yes,326,no
57,married,yes,473,no
30,married,no,111,no
33,divorced,no,98,no
33,married,yes,303,no
56,divorced,no,614,no
54,married,unknown,45,no
33,single,no,148,no
22,single,no,53,no
32,married,no,465,no
56,married,no,98,no
43,married,yes,585,no
49,married,yes,232,no
31,single,yes,463,no
32,single,no,306,no
38,single,no,25,no
44,married,no,431,no
50,married,yes,367,no
49,married,yes,820,yes
42,married,yes,388,no
40,married,no,51,no
32,married,yes,419,no
36,divorced,yes,174,no
41,single,yes,193,no
35,married,yes,7,no
43,married,yes,458,yes
55,married,no,41,no
32,single,no,137,no
48,married,yes,97,no
37,single,no,293,no
35,married,no,201,yes
38,married,yes,275,no
49,divorced,yes,361,no
35,married,yes,435,yes
33,single,yes,244,no
31,married,no,230,no
35,married,no,234,no
36,married,yes,196,yes
51,married,no,490,no
42,married,no,257,no
31,married,yes,248,no
58,married,no,244,no
36,single,yes,245,no
48,single,unknown,69,no
55,married,yes,57,no
58,married,no,110,no
38,married,no,213,no
45,married,no,65,no
47,married,yes,15,no
28,married,no,216,no
36,married,no,131,no
58,married,no,74,no
35,married,yes,772,no
28,single,no,75,no
55,married,no,308,no
38,married,yes,302,no
32,single,yes,189,no
39,married,yes,620,yes
41,single,no,1642,no
31,single,no,100,no
40,married,no,227,no
39,single,yes,50,no
36,married,no,184,no
38,married,no,292,no
36,single,no,193,no
53,divorced,yes,350,no
40,married,yes,186,no
45,married,yes,307,no
30,single,no,169,yes
36,married,yes,196,no
50,divorced,no,475,yes
40,married,yes,91,no
46,married,no,76,no
47,single,yes,44,no
45,married,no,86,no
58,married,no,147,no
31,married,no,650,no
39,married,yes,63,no
32,married,yes,35,no
41,married,no,218,no
33,married,no,218,no
51,married,yes,114,no
56,married,yes,299,yes
35,single,yes,234,no
28,married,no,73,no
52,married,yes,201,no
31,married,yes,392,no
29,single,yes,173,no
35,single,no,137,no
39,married,yes,225,no
40,single,yes,384,yes
44,married,no,341,no
34,married,no,223,no
33,single,yes,103,no
41,married,no,174,no
27,single,no,46,no
56,divorced,yes,125,no
32,divorced,yes,133,no
29,single,no,82,no
25,single,yes,322,no
42,married,yes,317,no
30,single,yes,692,no
38,married,yes,57,no
38,single,no,361,no
40,married,no,168,no
35,married,yes,8,no
40,single,yes,95,no
70,married,yes,94,yes
34,married,yes,86,no
35,married,no,67,no
31,single,no,125,no
39,married,no,150,no
34,married,yes,41,no
44,divorced,yes,18,no
45,single,no,311,no
46,married,yes,65,no
41,single,yes,328,no
46,married,yes,114,no
36,married,no,117,no
57,married,no,388,yes
34,married,no,88,no
43,married,no,235,no
35,married,yes,12,no
24,single,no,1426,no
50,married,no,600,no
44,divorced,yes,418,no
34,single,no,139,no
50,married,yes,98,no
45,married,yes,554,no
49,married,yes,504,no
36,married,no,61,no
26,married,yes,77,no
34,single,yes,937,yes
33,married,yes,314,no
39,divorced,no,174,yes
47,married,no,446,no
30,married,yes,263,yes
48,single,no,196,no
33,single,yes,74,no
42,single,no,209,yes
60,married,unknown,590,no
46,divorced,yes,354,no
23,single,unknown,131,no
34,single,yes,384,no
38,divorced,yes,275,no
34,married,yes,319,no
59,married,yes,228,yes
45,married,yes,226,no
33,married,yes,90,no
29,married,yes,62,no
33,single,yes,446,no
36,married,no,55,no
40,single,yes,133,yes
62,married,yes,141,yes
29,single,yes,133,no
41,married,no,268,no
39,married,yes,88,no
33,single,no,69,no
30,single,yes,1109,yes
29,married,yes,666,yes
41,married,yes,377,no
35,single,yes,33,no
56,married,yes,471,no
48,married,yes,307,no
36,married,yes,56,no
32,married,yes,131,no
31,single,yes,159,no
31,married,yes,95,no
36,divorced,yes,161,no
32,single,yes,49,no
53,married,no,15,no
47,married,yes,129,no
30,single,no,435,yes
33,married,no,307,no
39,single,no,125,yes
41,divorced,no,516,no
59,married,yes,96,no
56,married,yes,58,no
30,single,no,130,no
31,single,no,186,no
27,married,no,584,yes
26,single,yes,369,no
44,single,no,152,no
52,married,no,154,no
44,married,no,360,no
35,married,yes,373,no
27,married,yes,129,no
33,married,no,922,yes
36,married,yes,301,no
35,married,no,178,no
30,married,yes,128,no
48,married,yes,241,no
32,married,yes,137,no
37,single,yes,163,no
44,single,no,208,no
70,married,yes,131,yes
48,married,no,511,no
34,married,yes,161,no
35,married,yes,305,no
56,married,yes,508,no
41,married,yes,121,no
39,single,no,211,no
57,divorced,no,222,no
49,married,yes,222,no
39,married,yes,195,no
27,single,yes,1543,yes
44,married,no,392,no
29,single,no,44,no
30,married,no,294,no
45,single,yes,189,no
39,married,yes,219,no
32,married,no,143,no
58,married,yes,269,no
36,married,no,179,no
44,married,yes,428,no
35,single,yes,273,no
47,married,yes,329,no
41,married,yes,113,no
39,married,yes,250,no
53,divorced,no,414,no
52,single,no,84,no
36,married,no,125,no
38,married,no,110,no
33,single,yes,166,yes
32,single,yes,72,no
50,married,yes,18,no
33,single,no,1723,yes
34,married,yes,345,no
36,divorced,no,79,no
35,single,yes,536,no
35,married,yes,33,no
41,single,yes,279,no
59,married,no,361,no
60,married,yes,161,no
62,married,yes,329,yes
49,married,no,265,no
34,single,no,271,no
26,single,no,91,no
27,single,yes,490,no
23,single,yes,804,no
58,married,yes,1098,no
29,single,no,141,no
57,married,yes,76,no
55,married,yes,588,no
28,married,no,157,no
51,married,no,324,no
62,married,no,123,no
45,married,no,157,no
88,divorced,yes,85,no
55,married,no,171,no
38,married,yes,218,no
48,married,yes,241,no
29,single,no,104,no
27,single,no,261,no
25,divorced,no,163,yes
35,single,yes,444,yes
45,married,yes,104,no
31,single,no,387,no
38,married,yes,121,no
29,married,no,179,no
36,single,yes,10,no
32,married,no,44,no
59,married,no,284,no
38,married,yes,192,no
18,single,yes,394,yes
35,married,yes,193,no
37,married,no,249,no
44,single,yes,182,no
50,married,yes,300,no
30,married,yes,74,no
38,divorced,no,160,no
32,married,no,402,no
51,married,yes,147,no
65,married,no,176,no
48,divorced,no,1062,yes
30,married,yes,261,no
37,single,no,338,no
44,single,yes,22,no
59,married,yes,244,no
20,single,no,150,no
57,married,no,35,no
30,single,yes,138,no
45,married,yes,232,no
32,married,no,203,no
57,married,no,199,no
29,married,no,133,no
34,married,no,113,no
32,divorced,yes,505,no
52,married,yes,135,no
42,married,no,295,no
59,single,yes,246,no
35,single,yes,78,no
51,divorced,no,269,no
38,married,yes,225,no
80,married,no,242,yes
35,married,no,415,yes
31,married,yes,32,no
34,married,no,267,no
38,married,unknown,145,no
56,married,yes,60,no
58,single,no,111,no
45,married,yes,369,no
48,married,yes,101,no
52,divorced,yes,187,no
48,married,yes,118,no
32,single,no,169,no
24,single,yes,344,no
44,married,yes,397,yes
42,married,yes,424,no
35,single,no,124,no
39,married,yes,80,no
34,married,yes,154,no
32,single,no,236,no
35,single,yes,217,no
27,married,no,267,no
43,married,no,365,no
35,married,no,108,no
29,single,yes,158,no
46,married,yes,273,no
45,married,no,135,no
51,married,no,393,no
48,married,yes,58,no
36,married,no,65,no
31,single,no,221,no
35,married,yes,269,yes
43,married,no,175,no
26,married,yes,154,yes
32,married,yes,66,no
55,married,yes,481,no
42,married,no,15,no
32,married,yes,78,no
52,divorced,no,43,no
39,married,yes,75,no
33,married,yes,90,no
44,divorced,no,74,no
36,married,no,1615,yes
51,married,no,98,no
31,single,yes,1123,yes
35,married,no,117,no
25,single,yes,133,no
50,married,no,830,yes
34,married,no,235,no
20,single,yes,195,no
54,married,unknown,352,yes
27,married,yes,103,no
51,married,no,93,no
27,single,no,75,no
55,married,no,114,no
42,married,yes,209,no
41,single,yes,1255,yes
34,married,unknown,248,no
51,married,yes,102,no
36,married,no,37,no
53,married,yes,376,no
47,married,no,89,no
34,single,yes,386,no
27,single,no,100,no
67,married,no,300,no
31,single,yes,59,no
54,married,yes,197,no
26,single,yes,200,no
36,single,yes,597,no
25,single,yes,109,no
43,married,no,72,no
30,single,no,16,no
58,divorced,yes,825,no
39,married,no,11,no
48,married,no,63,no
55,divorced,no,164,no
53,divorced,yes,115,no
43,married,yes,99,no
28,married,yes,261,no
45,single,no,358,no
32,divorced,yes,313,no
32,married,no,88,no
37,married,yes,186,no
32,single,no,365,yes
37,married,yes,1130,no
37,single,yes,131,no
41,married,no,126,no
41,single,no,170,no
57,married,yes,86,no
38,married,no,461,no
27,single,yes,296,no
29,married,yes,683,yes
29,single,yes,603,yes
45,married,no,315,no
51,married,no,299,no
55,married,no,319,no
31,single,no,88,no
56,divorced,no,42,no
46,married,no,504,no
35,married,yes,2429,no
59,divorced,no,39,no
55,married,yes,147,no
30,single,yes,86,no
31,married,yes,32,no
37,divorced,yes,147,no
33,married,no,165,no
50,married,no,36,no
37,single,no,156,no
35,married,yes,448,no
59,married,yes,646,no
55,divorced,yes,288,no
41,married,yes,26,no
34,single,yes,313,yes
29,single,yes,198,no
44,married,no,135,no
43,married,yes,284,no
43,married,no,75,no
54,married,yes,144,no
45,married,no,851,no
71,married,yes,232,no
33,married,no,472,no
27,married,no,399,no
59,married,no,251,no
35,married,no,343,no
26,single,no,177,no
29,single,yes,252,no
31,single,yes,870,yes
37,married,no,640,yes
57,married,no,112,yes
30,single,yes,408,no
31,married,yes,173,no
30,single,no,17,no
53,married,no,116,no
34,single,no,62,no
34,married,yes,905,no
36,single,no,78,no
34,single,no,117,no
37,married,no,255,no
34,single,yes,1185,no
24,single,yes,220,no
29,married,no,255,no
30,married,yes,164,no
44,married,yes,217,no
35,married,yes,125,no
48,divorced,no,53,no
56,married,yes,280,yes
34,single,yes,601,yes
54,divorced,yes,339,no
39,divorced,yes,23,no
39,married,yes,55,no
29,married,yes,260,no
46,married,no,111,no
32,single,yes,85,no
41,married,yes,207,no
34,married,no,125,no
30,single,yes,177,no
41,married,yes,371,no
40,married,yes,260,no
23,single,yes,682,yes
37,single,yes,96,no
40,married,no,166,no
26,single,yes,245,no
41,married,yes,174,no
50,single,yes,340,no
34,married,no,241,no
59,married,no,385,yes
31,single,yes,768,yes
53,married,yes,160,no
27,single,yes,88,no
30,single,yes,312,no
74,married,no,298,no
57,married,no,27,no
30,single,yes,9,no
68,married,unknown,237,no
55,married,no,93,no
35,married,yes,508,no
30,single,no,216,no
40,married,yes,264,no
82,married,no,81,no
49,divorced,no,439,no
42,married,no,29,no
34,single,no,576,yes
46,married,yes,16,no
53,married,yes,520,no
54,married,yes,74,no
29,divorced,no,150,no
38,married,no,144,no
35,married,no,15,no
34,married,yes,80,no
60,married,no,112,no
29,married,no,101,no
30,married,no,542,no
31,divorced,no,186,no
37,married,no,360,no
37,single,no,226,no
21,single,yes,270,yes
31,single,no,303,no
52,divorced,no,213,yes
35,divorced,yes,161,no
41,single,yes,140,no
58,divorced,yes,346,no
26,single,yes,119,no
60,divorced,no,478,no
28,divorced,no,327,no
23,single,no,1473,no
35,divorced,yes,74,no
61,single,yes,154,no
36,single,yes,240,no
27,married,no,584,no
40,single,yes,98,no
45,married,yes,695,yes
46,married,no,179,no
56,married,no,319,no
28,married,no,228,no
56,married,yes,210,no
50,divorced,no,130,no
36,married,yes,182,no
29,single,yes,87,no
22,single,no,312,no
33,married,yes,337,no
55,married,yes,1108,no
40,married,no,74,no
48,married,yes,413,no
31,divorced,no,156,no
34,married,no,190,no
45,married,yes,119,no
29,single,yes,155,no
46,married,yes,417,no
37,married,yes,56,no
62,married,no,210,no
42,married,yes,214,no
30,single,yes,578,no
27,single,yes,605,no
44,married,yes,252,yes
40,married,yes,561,no
32,married,yes,226,no
34,married,yes,87,no
34,married,yes,318,no
30,single,no,131,no
46,single,yes,413,no
29,divorced,yes,56,no
57,married,yes,379,no
37,divorced,yes,247,no
46,married,no,41,no
43,married,no,390,no
46,married,no,206,no
35,single,no,236,no
30,divorced,no,164,no
69,married,yes,109,no
57,married,no,371,no
29,married,no,97,no
30,single,no,343,yes
33,married,yes,323,no
53,married,yes,190,no
35,married,no,72,no
33,single,yes,76,no
33,married,no,285,yes
37,married,no,193,no
33,married,yes,130,no
52,married,no,22,no
24,single,yes,423,yes
30,divorced,no,101,no
43,married,no,465,no
50,married,no,283,yes
50,single,yes,306,no
38,single,no,936,no
36,single,yes,250,no
34,single,yes,109,no
42,divorced,no,380,no
27,single,unknown,130,no
34,single,yes,103,no
55,married,yes,173,no
50,single,no,52,no
43,married,yes,12,no
33,married,yes,211,no
55,married,yes,700,yes
26,single,yes,410,no
42,married,yes,2372,yes
40,married,unknown,61,no
40,married,yes,85,no
39,married,yes,214,no
58,married,yes,101,no
24,single,no,260,no
33,married,unknown,203,no
30,single,yes,213,no
65,married,no,318,no
39,married,no,352,no
47,single,yes,333,no
36,married,yes,422,no
33,single,yes,274,no
53,married,yes,79,no
59,married,yes,429,no
39,married,no,37,no
48,married,yes,89,no
34,married,yes,570,no
28,married,yes,81,no
32,married,no,49,no
24,single,no,121,no
31,divorced,no,235,no
23,single,yes,143,no
27,single,yes,46,no
36,married,no,140,no
38,single,unknown,114,no
30,single,no,87,no
42,married,no,69,no
26,single,yes,668,no
43,married,no,197,no
32,single,no,64,no
32,single,yes,327,no
27,single,yes,13,no
55,married,yes,219,no
35,married,yes,527,no
39,single,no,274,no
32,single,no,144,no
40,married,no,33,no
31,married,no,0,no
33,single,no,64,no
54,divorced,no,149,no
50,married,no,98,no
31,divorced,yes,269,no
52,married,unknown,157,no
43,divorced,yes,180,no
48,married,no,128,no
54,married,yes,552,no
44,married,no,324,no
23,single,no,354,no
42,single,no,72,no
28,single,yes,124,no
32,married,no,154,no
33,married,no,473,no
47,divorced,no,175,no
35,single,yes,87,no
30,single,yes,93,no
50,married,yes,541,no
59,married,yes,399,no
35,married,no,225,no
28,divorced,no,265,no
28,married,no,69,yes
35,married,yes,125,no
32,single,no,247,yes
30,single,yes,169,no
45,married,no,268,no
30,married,yes,622,yes
51,married,yes,280,no
46,married,yes,151,no
33,single,no,5,no
58,married,yes,214,no
33,divorced,yes,76,no
34,married,yes,206,no
31,married,no,196,no
42,married,yes,84,no
31,married,yes,258,no
79,married,no,464,yes
50,married,no,1001,yes
43,married,no,618,no
43,divorced,no,87,no
38,single,no,450,yes
34,married,no,1598,yes
37,single,yes,485,yes
42,married,no,632,no
38,single,yes,202,no
35,single,no,209,no
23,single,no,251,no
29,married,no,534,no
35,married,no,79,no
51,married,yes,41,no
53,married,yes,13,no
29,single,no,162,no
60,married,yes,55,no
33,single,yes,75,no
52,married,no,56,no
32,married,yes,67,no
28,single,yes,98,no
56,married,yes,72,no
29,single,no,473,no
34,single,yes,415,yes
38,divorced,no,134,no
37,married,no,152,no
25,married,no,483,no
29,single,yes,875,yes
36,single,yes,235,no
26,married,yes,207,no
49,married,yes,67,no
35,single,unknown,246,no
31,divorced,yes,107,no
30,married,yes,41,no
38,divorced,no,100,no
60,married,no,409,no
39,divorced,yes,247,no
31,married,yes,70,no
35,single,no,120,no
39,married,no,156,no
38,married,yes,220,no
59,married,no,77,no
31,married,yes,838,yes
50,married,no,1275,yes
50,single,no,623,yes
51,married,no,151,no
35,married,yes,287,yes
44,married,yes,79,no
28,single,unknown,166,no
34,married,yes,328,no
55,divorced,yes,376,no
64,married,yes,354,yes
31,single,no,85,no
42,divorced,yes,163,no
58,married,yes,23,no
59,married,no,202,no
25,single,yes,50,no
39,married,no,726,no
32,married,no,140,no
38,married,no,178,no
49,married,yes,90,no
43,married,yes,57,no
31,married,no,195,no
31,single,no,192,no
34,married,yes,203,no
28,married,no,445,no
45,married,no,191,no
58,single,no,543,yes
56,married,no,95,no
26,married,no,991,yes
41,married,yes,243,no
32,single,no,185,no
36,married,no,211,no
30,married,no,58,no
37,married,yes,46,no
36,married,no,300,no
60,married,no,403,no
40,married,no,405,no
37,married,yes,135,no
54,married,yes,840,yes
58,married,no,90,no
37,divorced,yes,684,no
33,single,yes,320,no
40,married,no,119,no
30,married,no,208,no
35,single,no,199,no
32,married,yes,80,no
35,married,no,82,no
44,married,yes,299,no
28,married,no,549,no
36,married,yes,723,no
27,single,yes,109,no
57,married,yes,631,no
37,married,no,89,no
58,married,no,144,no
31,single,yes,222,no
34,single,no,281,no
52,married,yes,199,no
30,married,no,61,no
42,married,no,150,no
29,single,yes,138,no
24,single,unknown,1307,no
41,married,yes,53,no
49,married,no,97,no
34,married,no,96,no
36,single,yes,775,no
46,married,yes,216,no
32,single,no,1092,yes
42,married,no,218,no
40,single,yes,43,no
41,married,no,172,no
46,married,no,107,no
32,divorced,no,98,no
34,married,yes,139,no
39,married,yes,580,no
34,single,yes,1168,no
38,married,yes,83,no
25,single,yes,476,yes
36,married,no,263,no
36,married,yes,105,no
40,married,no,291,no
40,married,yes,211,no
27,single,no,411,no
34,married,yes,375,no
39,married,no,533,no
42,divorced,yes,228,no
41,single,no,786,no
49,married,no,97,no
52,married,no,132,no
50,single,unknown,372,no
36,married,no,1423,yes
30,married,no,220,no
53,married,yes,302,no
43,married,no,161,no
62,married,no,167,no
33,single,yes,42,no
64,married,yes,222,yes
29,single,yes,124,no
47,married,yes,110,yes
38,married,yes,150,no
57,divorced,yes,86,no
34,married,no,126,no
51,married,yes,440,yes
26,married,yes,11,no
28,single,yes,64,no
30,single,no,81,no
30,single,yes,178,no
27,single,yes,170,no
36,divorced,no,36,no
36,married,no,517,no
27,married,yes,137,no
36,married,no,62,no
39,married,no,178,no
24,single,no,225,no
48,married,yes,835,no
51,married,yes,238,no
33,divorced,yes,226,no
56,single,no,158,no
45,married,yes,432,no
46,married,yes,495,no
30,single,yes,141,no
33,married,no,277,no
29,divorced,no,92,no
35,single,no,260,no
41,married,no,247,no
39,married,no,62,no
50,married,no,10,no
33,married,no,1309,no
39,married,yes,177,no
25,married,no,243,yes
53,married,no,261,no
38,married,yes,262,no
55,married,yes,86,no
35,married,no,62,no
47,divorced,no,96,no
37,married,no,173,yes
57,married,no,230,no
33,single,no,338,yes
39,married,unknown,198,no
52,married,no,667,yes
55,married,yes,258,no
36,married,yes,264,no
32,single,yes,92,no
34,married,yes,74,no
42,married,yes,196,no
38,single,yes,100,no
63,married,no,511,yes
52,single,no,139,no
47,married,yes,390,no
44,married,no,787,no
30,divorced,no,129,no
29,married,no,214,no
27,single,no,120,no
58,married,yes,48,no
32,single,no,110,yes
47,married,no,376,no
32,married,yes,151,no
36,married,yes,48,no
45,married,no,559,no
39,single,no,110,no
39,married,no,191,no
37,single,no,76,no
34,married,no,238,no
45,married,yes,164,no
28,single,no,262,no
30,married,yes,42,no
30,married,yes,161,no
35,single,yes,128,no
27,single,yes,114,no
44,married,yes,192,yes
56,divorced,yes,361,no
54,married,no,146,no
36,married,no,54,no
42,married,no,126,no
32,married,yes,579,yes
37,married,yes,54,no
40,married,no,44,no
45,single,no,561,no
48,married,yes,438,no
38,divorced,no,50,no
45,married,yes,138,no
48,married,no,157,no
42,divorced,yes,211,no
45,divorced,no,101,no
30,married,yes,82,no
43,single,yes,175,no
27,single,yes,279,no
45,married,yes,165,no
41,single,no,195,no
29,married,no,63,no
51,married,no,59,no
20,single,no,97,no
36,married,no,246,no
46,divorced,unknown,77,no
45,divorced,no,196,no
33,married,yes,183,no
32,single,yes,276,yes
37,married,no,73,no
24,single,no,134,no
26,single,no,2635,no
36,married,no,76,no
83,married,yes,849,yes
45,married,no,632,no
30,married,yes,298,no
30,single,no,152,no
37,single,yes,305,no
38,married,no,388,no
46,married,yes,368,no
33,married,yes,239,no
22,single,no,184,no
56,married,yes,178,no
36,divorced,yes,147,no
45,divorced,no,104,no
40,married,no,259,no
29,single,yes,101,no
33,single,yes,290,no
37,married,yes,188,no
47,divorced,no,130,no
35,married,no,84,no
50,divorced,no,84,no
32,married,yes,445,no
26,single,yes,230,no
80,divorced,yes,554,yes
29,married,yes,42,no
39,single,no,195,no
29,single,yes,1051,yes
34,single,no,149,no
32,single,yes,62,no
34,single,no,432,no
31,divorced,unknown,351,no
48,married,no,780,no
40,married,no,181,no
49,married,yes,149,no
56,married,no,55,no
46,married,yes,766,no
33,married,yes,390,no
41,married,no,276,no
59,divorced,yes,87,no
33,married,yes,374,no
43,single,yes,610,yes
43,married,yes,409,no
55,married,no,525,no
49,single,no,201,no
44,married,no,236,no
31,divorced,yes,132,no
56,married,yes,427,no
25,single,no,643,no
36,married,yes,11,no
42,married,no,456,no
29,single,no,134,no
36,single,no,792,yes
47,married,no,105,no
34,married,no,200,no
36,single,no,590,no
27,married,no,244,no
56,divorced,no,178,yes
29,single,no,255,no
45,divorced,no,132,no
33,married,no,87,no
22,single,yes,138,no
39,married,yes,122,no
34,married,yes,173,no
27,single,yes,137,no
31,single,yes,33,no
44,married,no,92,no
59,married,yes,285,no
30,married,no,439,no
42,married,yes,888,no
51,married,yes,243,no
31,single,yes,664,no
28,married,yes,643,yes
53,married,yes,248,no
48,married,yes,91,no
49,married,yes,119,no
56,married,yes,308,yes
40,single,yes,190,no
31,single,yes,241,no
33,single,no,110,no
42,married,no,956,no
39,single,yes,254,no
47,married,no,283,no
37,married,no,42,no
38,divorced,yes,179,no
53,single,yes,63,no
31,single,no,114,no
49,divorced,yes,145,no
44,married,yes,351,no
28,single,yes,54,no
45,married,no,633,no
36,married,no,450,no
50,married,unknown,447,yes
51,married,no,355,no
32,married,yes,438,no
44,divorced,no,85,no
31,married,no,609,no
43,married,no,232,no
24,single,yes,153,no
55,married,yes,475,no
46,divorced,no,642,no
53,married,yes,60,no
31,single,yes,66,no
36,married,yes,103,no
54,married,yes,70,no
46,married,no,286,no
56,married,yes,129,no
44,divorced,yes,130,no
31,married,no,125,no
45,married,yes,251,no
59,married,yes,181,no
53,divorced,no,446,no
31,married,yes,360,no
31,married,no,116,yes
36,married,no,669,no
57,married,yes,189,no
45,married,no,110,no
39,single,no,238,no
43,single,yes,213,no
31,divorced,no,475,no
37,divorced,yes,62,no
51,married,yes,240,no
30,single,no,122,no
37,married,no,45,no
50,single,yes,123,no
54,married,no,130,no
50,single,no,165,no
52,divorced,yes,89,no
30,married,no,85,no
42,married,no,161,no
38,married,unknown,118,no
27,married,no,72,no
43,married,yes,109,no
53,married,no,136,no
25,married,yes,28,no
42,married,yes,226,no
36,single,yes,230,no
50,married,yes,10,no
42,married,yes,157,no
30,single,yes,244,no
40,married,yes,489,no
54,married,yes,92,no
32,married,no,183,no
64,married,no,766,yes
